CODENTID,CODPROGR,CODCUENT,DESCCCUE,FECULTEX,CODULTEX,INDBLQAC,INDBLQRD,FECHALTA,FECHBAJA,FECHACTI,OBSCUENT,CHEQDATA,IDCLIENT,TIPIDCLI,NOMBREID,APELLID1,APELLID2,CONTCANJ
0001    ,GENECLAS,00010003000003206562,Alecia  Plane Hardin,20180528,8,1,1,20171018,20180614,20171018, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-06-14-10.20.59.216923,20615787            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206613,Krista Jasen Estwick,20180828,11,0,0,20171018,        ,20171018,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.50.102989,60319570            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206614,PRUEBA  JUMP        ,20180828,11,1,1,20171018,        ,20171018,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.593556,3124238918          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003206540,Alexi Rolando Whette,20180528,8,1,1,20171018,20180615,20171018, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-06-15-11.51.48.311723,93291801            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003204693,LUCIA  SUAR         ,20180828,21,0,0,20170111,        ,20170111,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.54.234671,1032734498          ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003204694,SARA  CANO          ,20180828,21,0,0,20170111,        ,20170111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.588769,1032834496          ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003204690,Colbey Brooke Killia,20180828,21,0,0,20170104,        ,20170104,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.50.091874,1032434499          ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000003204970,JARVIS WYATT GULKE F,20180828,23,0,0,20161109,        ,20161109,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.296543,79276338            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010005000000009999,Jake Alani Francoise,20180828,21,0,0,20170112,        ,20170112,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.54.151566,94426583            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010791000000012958,Melissa Astrid Guarn,20180828,21,0,0,20170119,        ,20170119,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.54.293164,180764472           ,C ,                              ,                    ,                    ,0
0001    ,GENBLACK,00010003000000011574,BOBBY JAMAL GOLICK  ,20180828,21,0,0,20170112,        ,20170112,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.338991,79778138            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010001000000011820,                    ,20170328,3,1,1,20170112,20170410,20170112, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-04-10-17.25.01.520594,PENDIENTE           ,00,                              ,                    ,                    ,0
0001    ,GENEREMP,00010003000004013948,REMINGTON ELVIN URFE,20170321,4,1,1,20170112,20170410,20170112, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-04-10-17.25.01.520594,51551228            ,C ,                              ,                    ,                    ,0
0001    ,GENEREMP,00010003000004014220,Tarah Elaina Rycroft,20170321,4,1,1,20170112,20170410,20170112, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-04-10-17.25.01.520594,52280453            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003204691,ANDRES  LOPEZ       ,20180828,21,1,1,20170111,        ,20170111,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.49.888667,1032534497          ,C ,                              ,                    ,                    ,0
0001    ,GENEREMP,00010003000004012970,Juliet  Lifshitz Bir,20170321,4,1,1,20170111,20170410,20170111, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-04-10-17.25.01.520594,17627607            ,C ,                              ,                    ,                    ,0
0001    ,GENERORO,00010003000000198853,LAUREL ARTHUR KRUMBA,        ,0,1,1,20170807,20170809,20170807, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-08-09-18.33.21.068731,51671091            ,C ,                              ,                    ,                    ,0
0001    ,GENEPLAT,00010003000000013037,Suzanne  Gosvener   ,20170328,1,1,1,20170317,20170410,20170317, CANCELADA POR BLOQUEO CANCELATORIO                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2017-04-10-17.25.01.520594,120448951           ,C ,                              ,                    ,                    ,0
0001    ,GENEPLAT,00010004000000010113,                    ,20180828,19,0,0,20170317,        ,20170317,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,2018-08-28-10.46.50.733173,PENDIENTE           ,00,                              ,                    ,                    ,0
0001    ,GENECLAS,00010009000000010983,Ronny Savanah Bunda ,20180828,19,0,0,20170316,        ,20170316,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.50.832316,41741353            ,C ,                              ,                    ,                    ,0
0001    ,GENECLAS,00010003000003202019,DIANA EFRAIN MCKENNA,20180828,11,0,0,20171010,        ,20171010,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.49.822643,51829634            ,C ,                              ,                    ,                    ,0
0001    ,GENSIGNT,00010005000000008307,EBONE DILLON RAYL Eg,20180828,11,0,0,20171010,        ,20171010,ALTA AUTOMATICA (B)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,2018-08-28-10.46.54.943256,45459315            ,C ,                              ,                    ,                    ,0
